lat,long,cpu_min,cpu_max,cpu_avg,disk_min,disk_max,disk_avg,temp_min,temp_max,temp_avg
32.47852,35.25425,0.1583,0.1987,0.2671,0.1947,0.0992,0.733,1.44,50.43,93.33
44.04389,16.2,0.1811,0.4805,0.9145,0.0187,0.3506,0.3031,60.15,38.64,19.06
39.80382,113.18501,0.9079,0.1122,0.9564,0.3993,0.8,0.8985,36.97,16.26,60.4
48.8574,2.3795,0.3902,0.3318,0.0672,0.1513,0.3764,0.4651,91.82,24.74,9.04
50.614,22.97512,0.503,0.9504,0.0815,0.3008,0.0141,0.8848,13.93,9.98,79.94
48.93576,24.16379,0.1389,0.5754,0.1396,0.8341,0.5369,0.8555,80.34,69.87,99.5
40.85,-8.475,0.5383,0.402,0.2971,0.5114,0.0025,0.1231,30.93,66.02,20.01
56.47633,53.79782,0.0765,0.254,0.5123,0.1777,0.2465,0.1246,85.1,2.58,53.47
-8.15454,113.72249,0.9812,0.4731,0.5696,0.967,0.3541,0.5428,66.6,14.53,46.79
-6.8303,111.2877,0.272,0.2099,0.947,0.1432,0.1724,0.5938,36.73,4.9,78.15
49.03828,16.91757,0.902,0.5011,0.1329,0.0531,0.8643,0.7351,93.88,50.95,43.34
3.139,101.6869,0.4106,0.219,0.3632,0.0978,0.8498,0.0908,6.9,12.46,31.36
33.5567,131.44506,0.1803,0.1523,0.8026,0.2376,0.2597,0.6514,29.14,33.4,47.01
10.1476,123.6953,0.2637,0.4134,0.482,0.6107,0.1639,0.7964,90.08,8.07,44.75
52.2228,0.1305,0.1534,0.6338,0.0763,0.3112,0.1462,0.5398,68.4,7.09,29.3
65.3172,21.4794,0.5278,0.7959,0.6814,0.9276,0.5143,0.8002,2.99,35.08,30.89
38.8333,-9.45,0.6162,0.0095,0.9989,0.4852,0.881,0.8781,12.28,70.31,28.12
40.3256,49.73376,0.1153,0.7043,0.2693,0.8434,0.2503,0.2594,32.85,55.33,33.79
36.75,138.36667,0.195,0.2868,0.931,0.7167,0.3762,0.9316,35.17,67.04,85.96
59.3613,17.9711,0.4682,0.6307,0.034,0.989,0.8208,0.3668,32.75,96.83,12.84
45.94541,-66.66558,0.0895,0.3091,0.6585,0.4683,0.922,0.9074,36.88,79.03,47.8
13.58333,123.38333,0.4666,0.8278,0.6297,0.5481,0.9723,0.224,62.1,52.29,30.4
32.85514,36.62896,0.8754,0.298,0.4629,0.0987,0.4576,0.0866,21.43,97.06,75.18
25.98727,116.11661,0.8321,0.9634,0.0147,0.6453,0.9336,0.6438,45.25,28.61,34.93
38.11667,21.78333,0.9762,0.2626,0.4589,0.6486,0.5513,0.006,13.32,74.36,70.83
6.122,102.2523,0.0184,0.1963,0.4296,0.5096,0.7894,0.3469,57.47,52.66,30.41
-42.43553,-66.94078,0.057,0.187,0.8469,0.601,0.1677,0.021,24.5,33.15,87.03
30.28757,112.22979,0.068,0.4902,0.4175,0.0833,0.9775,0.9454,47.3,95.46,80.93
-9.9469,120.0776,0.7589,0.6203,0.6676,0.3728,0.0104,0.7873,41.44,53.48,57.88
44.05011,-79.46631,0.3565,0.2981,0.0428,0.8374,0.4056,0.9698,72.13,22.77,14.1
32.19278,119.4705,0.5328,0.498,0.0526,0.574,0.7574,0.6869,97.01,41.44,90.93
46.06946,121.91632,0.4674,0.0776,0.8443,0.4313,0.4366,0.9794,69.73,45.46,70.32
48.8412,2.3876,0.8446,0.8234,0.6323,0.9353,0.4948,0.4167,72.8,19.29,71.3
56.86667,37.35,0.464,0.6828,0.7621,0.1475,0.917,0.0932,85.79,86.14,75.71
3.03716,29.53551,0.7583,0.2981,0.8566,0.2363,0.1646,0.104,47.53,18.98,51.81
-30.86088,-64.52515,0.4416,0.3069,0.4618,0.1297,0.2885,0.0981,57.54,67.25,73.31
46.76644,36.79872,0.7058,0.8044,0.0722,0.5117,0.4207,0.4458,63.86,10.78,11.01
50.293,2.7819,0.2638,0.3193,0.7928,0.5912,0.9502,0.9404,29.25,72.67,32.19
47.29226,126.94687,0.4148,0.5385,0.2235,0.6971,0.2432,0.9145,67.47,6.14,30.07
-30.30225,27.08395,0.1473,0.1425,0.5977,0.6645,0.6737,0.3978,78.72,71.31,65.32
35.93859,102.02968,0.4799,0.1018,0.3637,0.774,0.6643,0.977,78.98,28.9,90.05
45.65,0.15,0.293,0.7202,0.9335,0.835,0.3432,0.4787,6.92,9.52,59.39
2.57286,-72.64591,0.4889,0.7439,0.0027,0.3151,0.531,0.2969,50.01,0.33,93.03
30.66364,110.0796,0.5365,0.9638,0.5236,0.5992,0.3433,0.2821,26.46,73.72,53.54
-27.04346,-55.22698,0.2636,0.101,0.3863,0.1619,0.5595,0.6906,10.41,16.5,65.85
23.36441,113.2155,0.1545,0.1352,0.8064,0.3804,0.5132,0.4135,39.2,54.32,74.37
-12.93194,45.14833,0.5625,0.0639,0.3897,0.8736,0.3629,0.834,29.46,85.71,9.36
31.93342,35.29822,0.9815,0.8122,0.7827,0.5455,0.8667,0.7925,43.68,63.12,97.05
41.2667,-8.4694,0.6295,0.0445,0.5938,0.411,0.128,0.9136,65.54,75.73,15.58
60.70763,28.75283,0.8093,0.5691,0.6043,0.8663,0.7678,0.7062,24.67,58.85,0.73
-8.1485,115.0862,0.5495,0.2475,0.3361,0.6842,0.3876,0.0994,35.62,0.26,25.86
29.11215,111.61647,0.8697,0.7256,0.0597,0.1998,0.3871,0.5887,16.66,39.52,39.91
58.36909,45.51558,0.4427,0.8788,0.9773,0.971,0.8988,0.4655,82.37,35.91,29.28
6.36307,2.08506,0.3278,0.8871,0.3404,0.4687,0.0193,0.4867,78.04,46.14,82.54
51.63347,17.972,0.0095,0.765,0.1572,0.3636,0.0297,0.4902,78.59,22.76,15.83
-6.9157,112.327,0.3029,0.1605,0.9246,0.6518,0.961,0.303,79.97,77.63,76.42
-32.85683,-60.71754,0.0378,0.1932,0.8196,0.081,0.492,0.9742,65.14,25.61,70.76
-9.768,124.7026,0.8532,0.9071,0.7399,0.8588,0.3351,0.4262,34.54,18.21,68.48
25.00167,117.5275,0.2677,0.4766,0.6301,0.3907,0.7421,0.6409,16.07,58.18,85.84
46.85628,83.12263,0.1364,0.5917,0.8083,0.7697,0.9393,0.9598,97.63,93.57,20.4
-9.6331,123.987,0.944,0.6356,0.7041,0.1193,0.8954,0.8303,74.3,14.31,22.58
48.821,2.2772,0.7139,0.4238,0.4379,0.8205,0.1794,0.2926,87.53,98.81,7.55
53.7352,30.2625,0.3064,0.7348,0.5083,0.0411,0.4539,0.8477,32.12,29.13,52.05
32.75222,12.72778,0.8651,0.6493,0.32,0.3004,0.1791,0.1194,94.88,25.55,86.75
39.05206,66.82083,0.5485,0.7089,0.7358,0.5155,0.1153,0.0657,54.45,4.55,29.46
-6.765,105.8559,0.1285,0.3504,0.1005,0.7521,0.2128,0.3375,53.52,66.64,36.99
44.49523,19.57116,0.7306,0.4071,0.7062,0.22,0.8137,0.2564,13.42,67.88,23.59
-8.0744,111.7507,0.348,0.7622,0.8628,0.0153,0.1004,0.6721,37.88,94.64,45.66
-9.687,124.4804,0.1213,0.5394,0.6232,0.5045,0.9346,0.0033,43.98,70.98,4.14
14.98808,43.54444,0.3542,0.0459,0.83,0.2029,0.6575,0.7166,45.62,86.97,38.01
53.4122,24.5387,0.1431,0.5451,0.061,0.5594,0.6339,0.542,99.5,61.17,33.4
16.89956,121.70974,0.9773,0.9351,0.8038,0.4098,0.0868,0.8705,68.31,82.11,53.48
43.90012,-79.13289,0.8443,0.2789,0.3207,0.9497,0.8472,0.5008,36.74,14.08,40.73
55.0247,30.797,0.9552,0.9945,0.485,0.579,0.6768,0.4448,24.52,78.18,25.01
46.08861,13.63972,0.0551,0.749,0.7257,0.0616,0.5429,0.4837,15.12,21.45,48.94
-7.1675,107.989,0.7542,0.9916,0.47,0.6817,0.2749,0.7732,44.13,71.76,63.22
-4.28333,33.88333,0.8353,0.58,0.5817,0.7117,0.5612,0.9484,55.36,89.57,0.5
24.03414,112.03911,0.2935,0.5865,0.6037,0.7974,0.1195,0.9267,65.43,28.74,67.91
-23.83222,-46.81139,0.6271,0.1293,0.1508,0.1224,0.9436,0.1094,22.25,55.38,89.03
-0.35085,117.43523,0.4242,0.7976,0.3968,0.471,0.5737,0.5424,49.09,5.96,60.17
32.965,71.55697,0.8844,0.8611,0.3123,0.2616,0.1681,0.4884,88.24,81.59,35.21
7.76694,-72.225,0.717,0.8697,0.0154,0.3843,0.4861,0.1525,26.57,53.83,87.05
4.62306,-75.76278,0.4133,0.9779,0.8557,0.9552,0.2784,0.6864,59.17,30.15,85.29
45.69167,18.39861,0.3302,0.0124,0.56,0.5852,0.2128,0.3582,46.23,18.98,44.6
-3.10222,-67.93972,0.7237,0.6126,0.2221,0.3496,0.0181,0.4585,55.42,38.32,97.86
-7.1476,111.6902,0.1147,0.1543,0.6954,0.796,0.0286,0.9555,43.59,4.23,53.4
51.96336,19.29139,0.643,0.4962,0.6147,0.4981,0.0081,0.907,74.11,30.26,73.51
52.24543,16.84709,0.0404,0.2469,0.4834,0.9202,0.527,0.1304,23.53,13.34,63.91
40.78502,110.3092,0.6097,0.5222,0.2367,0.8059,0.365,0.0614,27.42,52.4,20.59
39.1668,-84.5382,0.1136,0.481,0.03,0.2314,0.4058,0.8339,61.92,63.5,79.2
-7.6917,108.5108,0.6014,0.3942,0.6119,0.1415,0.8391,0.6277,69.54,89.09,8
39.6333,-8.4833,0.6285,0.137,0.9503,0.9609,0.8392,0.0616,13.22,77.3,1.92
24.67964,102.71159,0.6352,0.1221,0.1357,0.106,0.4605,0.84,24.17,11.94,22.47
-6.48167,106.85417,0.2492,0.8434,0.9908,0.6483,0.7901,0.6808,32.41,74.23,67.58
31.83408,49.86725,0.0554,0.3842,0.9995,0.1694,0.9033,0.3869,41.25,71.22,11.32
53.38365,55.90773,0.1466,0.9197,0.22,0.6481,0.1281,0.2273,65.97,65.34,46.2
13.30778,-87.86472,0.3787,0.9195,0.2161,0.9497,0.6313,0.914,15.1,9.75,23.32
47.4667,-0.55,0.0959,0.6872,0.6023,0.1874,0.8247,0.7337,66.13,93.78,37.02
43.3128,-1.975,0.0562,0.3223,0.2158,0.8263,0.4808,0.6296,55.67,34.56,9.27
14.18417,120.79583,0.4147,0.8598,0.6168,0.1156,0.7846,0.3954,12.16,38.57,2.81
-8.2913,112.1069,0.3165,0.9415,0.4171,0.7842,0.9994,0.4425,67.66,54.11,35.73
50.12697,14.01809,0.3616,0.1003,0.4759,0.6907,0.8614,0.4984,9.86,62.15,9.84
30.9236,66.45116,0.4391,0.3332,0.0297,0.2454,0.559,0.1509,2.59,19.37,63.81
41.7412,-7.4447,0.9517,0.6409,0.1841,0.9038,0.8148,0.7582,58.05,48.51,6.12
54.00696,15.98751,0.8336,0.4969,0.5324,0.3279,0.417,0.1038,98.07,89.63,94.03
47.34277,130.31222,0.842,0.3909,0.121,0.8405,0.5032,0.4868,45.49,34.39,69.15
-7.0517,106.8601,0.7298,0.4886,0.486,0.8193,0.9036,0.8006,0.71,87.55,72.27
8.35109,100.20195,0.9937,0.0582,0.5685,0.9607,0.3111,0.7582,22.25,66.5,42.97
42.0832,42.52163,0.756,0.3625,0.116,0.9202,0.3822,0.9006,66.26,42.43,64.29
37.1702,49.3998,0.9906,0.5388,0.7086,0.6776,0.2227,0.3536,72.48,6.84,10.77
24.68501,88.15638,0.3612,0.4045,0.3978,0.3421,0.2481,0.1667,35.75,3.68,64.96
11.88376,124.05011,0.7945,0.7391,0.4772,0.4817,0.6373,0.1614,53.24,83.01,35.14
-23.80644,-64.78757,0.1678,0.6417,0.4101,0.0582,0.4245,0.6761,48.94,83.86,33.47
46.69722,15.91056,0.2132,0.8865,0.8367,0.7919,0.5613,0.8354,93.67,91.41,95.78
34.24168,37.05843,0.8673,0.9456,0.4443,0.8257,0.5897,0.4988,27.94,10.49,84.73
23.7147,-98.9183,0.844,0.3972,0.2004,0.6704,0.2725,0.0388,59.04,73.69,23.13
4.66115,119.39647,0.1774,0.7927,0.959,0.5222,0.2559,0.588,6.02,97.31,63.22
-9.5266,119.3552,0.0809,0.3914,0.9448,0.0416,0.3398,0.8552,18.87,7.18,45.05
8.62667,-13.215,0.8207,0.1219,0.3945,0.8529,0.3229,0.9697,22.77,92.94,87.58
11.49959,11.93396,0.0083,0.1063,0.6417,0.1384,0.5027,0.2789,29.18,53.68,95.06
-8.1305,112.6945,0.208,0.993,0.0911,0.3199,0.7168,0.903,77.53,13.15,77.96
13.54204,-85.53942,0.9704,0.0891,0.9478,0.4514,0.1899,0.7424,73.29,78.58,64.04
22.03501,96.45683,0.1154,0.6962,0.6546,0.2991,0.9775,0.8885,57.67,74.94,7.01
31.9225,121.67972,0.4427,0.6643,0.8181,0.8336,0.2379,0.615,70.44,65.74,32.38
50.88551,21.85678,0.7236,0.5619,0.4822,0.0741,0.1612,0.5021,8.14,77.73,29.28
37.14828,138.23642,0.4216,0.2349,0.0954,0.2493,0.2885,0.3214,18.67,85.26,51.58
34.80361,134.46806,0.9798,0.1765,0.3999,0.5473,0.1779,0.6082,27.59,65.11,63.21
9.8815,124.3923,0.1688,0.8873,0.3526,0.8024,0.9192,0.4288,24.57,23.42,64.39
41.3667,-8.0167,0.4626,0.1164,0.19,0.392,0.1376,0.9556,43.12,25.1,37.96
52.72493,14.56901,0.8681,0.7377,0.7421,0.1323,0.122,0.555,24.56,84.15,15.75
49.65963,94.40414,0.5182,0.7681,0.1938,0.8964,0.0855,0.538,52.98,21.99,92.89
39.5887,-8.6527,0.1316,0.4583,0.9033,0.5822,0.3732,0.1317,61.26,30.63,49.5
31.06918,119.21508,0.0825,0.6289,0.766,0.4329,0.4551,0.8462,87.15,11.82,51.91
10.09866,-84.37824,0.3525,0.2681,0.8964,0.6186,0.5537,0.4798,32.46,72.38,30.87
43.88736,120.09336,0.9231,0.0708,0.3102,0.3014,0.5817,0.9217,31.68,25.75,29.94
59.3793,13.5036,0.5126,0.2085,0.5316,0.2718,0.0955,0.0165,60.84,81.72,50.57
56.6745,12.8568,0.9929,0.4292,0.1864,0.8949,0.73,0.9389,0.3,98.84,3.33
0.50222,31.04139,0.5204,0.5981,0.2616,0.3841,0.6498,0.6714,67.78,98.92,40.44
48.9333,2.3667,0.9855,0.6318,0.4148,0.3587,0.4494,0.4866,30.25,54.75,35.89
22.81306,-82.76194,0.6427,0.1649,0.3387,0.0898,0.4086,0.8697,73.75,78.56,2.41
33.90972,106.30222,0.931,0.3965,0.6489,0.0661,0.6794,0.6906,84.26,96.25,23.96
30.19193,118.06678,0.2958,0.641,0.9586,0.6802,0.5983,0.6305,14.2,92.52,23.8
59.3326,18.0649,0.6103,0.5529,0.0263,0.9029,0.4005,0.4162,7.39,39.93,34.22
21.99102,100.73409,0.7724,0.0303,0.5404,0.376,0.7935,0.1135,41.3,38.09,10.4
55.88333,37.58333,0.9017,0.0277,0.8648,0.1959,0.4175,0.9102,23.87,11.92,22.67
-23.20083,-47.28694,0.5377,0.4526,0.4255,0.1698,0.673,0.4707,48.41,98.18,84.04
50.32113,44.80119,0.6273,0.2526,0.0328,0.4291,0.6891,0.2245,62.83,55.55,94.02
45.9,6.1167,0.4521,0.2023,0.6682,0.7093,0.2043,0.766,27.78,39,42.18
51.3667,12.3833,0.4873,0.0381,0.4488,0.8403,0.5455,0.3375,96.02,36.84,58.89
13.41456,100.00264,0.0747,0.8096,0.533,0.0938,0.7581,0.1394,11.56,89.04,2.04
42.13181,44.77264,0.9367,0.1715,0.6823,0.8316,0.6044,0.6516,16.27,73.63,55.13
-8.0454,112.5923,0.8972,0.9939,0.7777,0.7238,0.5229,0.72,96.7,56.68,90.68
2.41669,30.98551,0.644,0.2176,0.6126,0.8775,0.9566,0.5187,15.68,44.43,21.25
-8.072,113.3032,0.9306,0.8136,0.9975,0.479,0.1343,0.7943,77.74,41.96,52.75
19.2706,-101.395,0.7943,0.3261,0.4009,0.6378,0.6886,0.6295,12.07,12.66,98.02
31.49442,-4.40598,0.8815,0.5656,0.861,0.6071,0.2634,0.5741,85.5,0.88,97.65
52.5167,13.4,0.3574,0.0779,0.9991,0.1503,0.4705,0.5787,15,13.33,32.73
58.3322,12.6812,0.0066,0.5247,0.9161,0.5488,0.0099,0.1646,61.83,10.06,81.78
29.14816,31.12733,0.0223,0.3849,0.6524,0.032,0.0694,0.8139,3.3,45.41,73.78
33.48833,132.35417,0.3583,0.327,0.3299,0.142,0.2735,0.69,72.84,58.89,20.19
40.55536,22.47083,0.047,0.6999,0.8575,0.2797,0.6386,0.9711,27.51,77.24,35.98
62.71912,32.72703,0.0576,0.1046,0.6651,0.0381,0.2808,0.3596,96.62,0.85,66.24
-28.77341,20.6147,0.2668,0.0387,0.1716,0.6531,0.4869,0.8239,45.57,46.2,62.38
37.93333,21.15,0.4,0.5284,0.1429,0.1192,0.9424,0.0287,39.74,38.56,12.35
51.04442,20.40032,0.7913,0.8723,0.5129,0.9132,0.5679,0.6605,96.91,97.28,12.63
-13.035,-39.01444,0.0729,0.9886,0.2081,0.3127,0.162,0.2449,64.85,45.85,35.05
-23.09861,-48.92583,0.7222,0.5737,0.9768,0.48,0.6147,0.5629,7.04,79.22,58.9
29.4106,-98.4128,0.9216,0.068,0.0014,0.3334,0.4839,0.4281,99.53,75.34,89.82
-6.9966,108.6335,0.9384,0.5179,0.4664,0.9566,0.8469,0.1844,16.8,32.38,20.4
60.78333,24.93333,0.8388,0.9433,0.076,0.6431,0.0432,0.3167,29.29,65.46,57.11
39.36028,112.37667,0.077,0.9939,0.7796,0.3698,0.8227,0.1069,61.43,7.28,58.87
-6.25,38.66667,0.4158,0.1688,0.4771,0.9145,0.6862,0.2815,68.93,23.82,70.99
41.4,-8.7833,0.4552,0.5476,0.1007,0.4872,0.4002,0.2361,46.05,39.33,46.11
41.5267,-8.07,0.846,0.7585,0.5336,0.5162,0.1075,0.8117,18.48,31.55,49.22
9.56667,37.1,0.0333,0.2395,0.0454,0.0656,0.2043,0.9841,39.15,38.77,23.85
-8.3161,112.4829,0.5945,0.1236,0.4277,0.6675,0.8763,0.3791,51.27,17.13,91.02
42.6976,2.8954,0.469,0.6842,0.2744,0.6721,0.4996,0.0905,30.02,24.05,63.23
-4.54438,18.60364,0.8928,0.8042,0.9464,0.9897,0.9133,0.7365,34.92,47.83,20.34
-3.14306,-58.44417,0.5385,0.7336,0.73,0.4991,0.3544,0.5471,15.92,50.4,4.03
15.18014,102.25694,0.188,0.73,0.4951,0.9367,0.389,0.1361,99.3,12.02,27.63
20.2733,-76.95399,0.7101,0.938,0.1019,0.4087,0.367,0.0747,98.56,17.79,17.51
-27.83274,25.90833,0.7879,0.3846,0.1988,0.8226,0.7633,0.9751,79.53,42.82,42.28
39.2167,-9.2167,0.2986,0.7435,0.9942,0.3657,0.1503,0.7823,7.85,90.34,42.17
41.2,-8.425,0.3723,0.2744,0.4689,0.9005,0.2945,0.94,6.45,60.58,84.3
36.97813,121.79248,0.807,0.9848,0.6297,0.2385,0.3121,0.7409,98.41,26.89,80.92
24.78874,116.35842,0.5338,0.8645,0.055,0.6288,0.1656,0.2039,40.42,79.55,11.77
9.26306,-74.65694,0.6386,0.5535,0.7702,0.7443,0.0257,0.4839,68.12,20.92,18.76
-6.728,111.049,0.0393,0.1766,0.7162,0.7315,0.6546,0.2757,25.81,30.28,18.69
-20.77556,-41.67944,0.9566,0.8481,0.0193,0.0489,0.5181,0.3072,11.64,68.92,18.96
34.48333,133.95,0.1873,0.2633,0.0447,0.2671,0.3235,0.9143,19.49,45.87,82.37
32.79212,35.32984,0.1603,0.2561,0.9156,0.032,0.9329,0.83,97.36,50.58,37.69
35.9,140.18333,0.5906,0.3441,0.6033,0.6615,0.2386,0.4255,65.56,66.01,79.87
47.3167,5.0167,0.8772,0.648,0.9019,0.2609,0.6896,0.3239,36.65,42.55,37
17.45893,121.79519,0.4563,0.8911,0.9087,0.7063,0.3688,0.8948,6.27,81.24,81.49
27.84771,67.9055,0.257,0.159,0.396,0.9206,0.7545,0.1478,25.24,97.64,36.26
62.49009,27.78262,0.0578,0.654,0.9292,0.6258,0.8181,0.0143,80.71,38.03,16.16
35.20889,111.73861,0.7736,0.2022,0.8309,0.6984,0.9098,0.983,6.55,4.7,72.23
12.5162,125.0528,0.0902,0.1053,0.6049,0.1425,0.3385,0.5892,19.56,56.13,22.64
40.16673,116.64792,0.6707,0.6344,0.9931,0.6084,0.6546,0.0398,82.57,18.67,47.35
48.93286,16.89159,0.3216,0.5125,0.4472,0.8692,0.5311,0.8389,47.1,57.49,93.47
48.98562,96.54339,0.7594,0.1539,0.3743,0.7829,0.2264,0.5611,34.68,60.45,1.41
-33.8678,151.2073,0.6738,0.4129,0.5698,0.7594,0.1646,0.5127,77.76,67.67,11.68
15.58224,108.11422,0.5979,0.4812,0.2612,0.5604,0.7709,0.4273,28.13,45.31,44.44
22.75688,111.75407,0.1019,0.3728,0.9613,0.1192,0.2459,0.4868,14.66,82.89,98.84
14.27179,44.78699,0.6002,0.8333,0.1003,0.1348,0.6308,0.78,61.68,77.1,57.46
21.68216,-78.62567,0.2746,0.0627,0.0354,0.9829,0.8772,0.0209,26.77,94.98,83.36
49.50053,23.24058,0.1823,0.6359,0.2854,0.6761,0.3501,0.2249,33.97,76.06,0.91
-5.6578,132.9709,0.3961,0.0669,0.6749,0.4905,0.3903,0.303,68.26,35.94,56.12
-7.1382,108.2054,0.1306,0.2833,0.8815,0.1397,0.398,0.3904,20.2,30.5,43.54
46.7361,15.4444,0.3014,0.1907,0.9609,0.2318,0.7325,0.7309,79.57,91.61,12.98
-8.2682,112.8082,0.5581,0.7652,0.9011,0.566,0.9447,0.3887,87.4,9.6,29.08
13.3188,123.7385,0.1274,0.727,0.7458,0.8113,0.046,0.1827,64.84,4.66,6.29
49.98147,19.23792,0.4562,0.3388,0.8126,0.9566,0.9441,0.4191,99.77,82.25,58.41
51.10158,17.66284,0.1094,0.397,0.2203,0.5303,0.0608,0.3521,10.72,58.49,74.4
-12.73361,45.20417,0.6413,0.4814,0.9381,0.8558,0.8143,0.3129,37.88,97.41,85.5
-9.6617,124.0356,0.6034,0.6677,0.3328,0.731,0.5898,0.4835,33.51,69.46,89.36
51.79918,143.13871,0.8266,0.6372,0.49,0.6402,0.0697,0.2081,48.33,37.13,51.15
-13.68333,24.8,0.8457,0.9955,0.4874,0.0127,0.7921,0.2314,73.31,2.1,43.01
34.55722,108.49694,0.7645,0.186,0.1446,0.8806,0.4319,0.9517,18.63,52.12,86.89
12.48811,106.01879,0.3097,0.6561,0.5322,0.278,0.8104,0.8358,58.36,35.44,41.58
-7.2729,112.7573,0.7863,0.1878,0.9226,0.4818,0.8478,0.1398,68.81,82.14,38.97
32.73932,36.77473,0.9729,0.4336,0.7033,0.8821,0.5658,0.8025,76.41,2.82,12.21
42.0667,-8.4222,0.7204,0.825,0.6623,0.4244,0.5554,0.0788,45.3,27.6,53.26
16.0726,120.4383,0.0229,0.5304,0.8881,0.8644,0.1648,0.5105,42.23,14.83,83.34
24.17687,89.5988,0.7525,0.8028,0.5016,0.2892,0.53,0.7423,34.76,10.64,94.39
-6.12382,139.15365,0.2059,0.1377,0.5658,0.2906,0.9062,0.9125,24.54,35.53,97.08
25.47348,115.376,0.4187,0.6609,0.2191,0.6179,0.9362,0.492,70.94,69.9,43.78
-33.8678,151.2073,0.062,0.5691,0.8646,0.7192,0.276,0.9111,3.46,86.39,42.77
43.2969,5.3811,0.6839,0.914,0.954,0.3618,0.0228,0.9446,25.43,31.75,8.44
9.23194,-80.08667,0.1472,0.8718,0.3551,0.5466,0.9137,0.4284,65.06,38.07,61.69
33.7678,-118.1994,0.4481,0.5279,0.1738,0.5465,0.9718,0.768,78.33,0.53,40.7
31.31537,119.31051,0.5707,0.8106,0.0695,0.8581,0.0007,0.0278,74.58,64.4,57.36
31.57917,-7.31308,0.7801,0.2141,0.1687,0.2057,0.033,0.3816,49.61,41.01,89.25
-32.31984,-64.27752,0.6704,0.9006,0.9544,0.864,0.756,0.599,62.82,1.37,67.1
9.99299,-84.12934,0.0731,0.1434,0.2296,0.786,0.5228,0.8467,27.54,53.34,68.68
10.16667,-61.46667,0.2247,0.8752,0.2975,0.4997,0.4027,0.9454,9.05,66.93,78.55
59.3333,18.05,0.7772,0.9259,0.4178,0.6139,0.7986,0.5376,55.21,16.64,61.11
15.63981,43.55633,0.8908,0.6887,0.5335,0.3534,0.8527,0.7692,87.06,87.52,47.37
53.8201,-1.5704,0.3262,0.16,0.8176,0.5217,0.0845,0.6915,56.88,3.33,84.71
29.27986,120.80674,0.4584,0.0718,0.9409,0.1977,0.2983,0.3306,33.62,36.29,87.24
59.3793,13.5036,0.3871,0.254,0.0612,0.7579,0.4045,0.982,55.9,57.14,59.22
47.23135,39.72328,0.1811,0.885,0.2037,0.6358,0.5018,0.1537,74.12,33.39,17.65
44.26532,124.00045,0.3988,0.9655,0.2304,0.2446,0.721,0.4714,39.48,77.98,10.57
53.51684,-113.3187,0.0459,0.602,0.0771,0.4825,0.909,0.748,30.16,93.85,10.57
-22.62917,-43.89806,0.0791,0.4505,0.2313,0.1862,0.4041,0.6748,18.45,11.35,86.92
56.2841,43.05071,0.6872,0.8425,0.5039,0.4994,0.776,0.7755,54.93,96.39,32.71
38.7333,-9.2833,0.3112,0.7086,0.9736,0.6451,0.8086,0.7058,50.59,86.94,45.61
49.41361,16.5814,0.8517,0.8808,0.9329,0.2743,0.9348,0.7802,24.59,51.34,36.34
62.08782,150.52162,0.6262,0.376,0.3399,0.6241,0.1281,0.2657,14.08,67.72,88.53
41.42778,128.0275,0.1181,0.3406,0.0272,0.2492,0.5777,0.1435,11.9,95.77,53.79
51.07182,17.18193,0.1604,0.5955,0.041,0.7192,0.3447,0.0309,80.84,70.6,15.09
43.8333,4.35,0.4821,0.4092,0.9252,0.4413,0.9554,0.4679,63.01,94.05,67.82
47.61578,125.03608,0.8235,0.6327,0.3929,0.5342,0.2505,0.506,44.41,20.36,99.93
48.44879,-68.52396,0.9504,0.3476,0.0472,0.1388,0.1289,0.322,20.43,40.14,69.49
-10.1646,120.7144,0.1171,0.0852,0.464,0.199,0.5339,0.7012,69.03,24.99,69.36
-36.64074,-57.79174,0.3522,0.0021,0.2658,0.0117,0.2951,0.046,93.32,53.6,27.88
36.1398,-96.0297,0.6991,0.4533,0.9738,0.4328,0.0784,0.6101,73.18,21.87,15.67
-7.95889,-79.23917,0.4373,0.9574,0.2037,0.8005,0.5361,0.3427,63.37,55.49,28.76
11.1619,124.005,0.9282,0.5516,0.8204,0.2571,0.434,0.0994,70.35,42.78,87.42
11.81346,107.24433,0.1818,0.1833,0.3131,0.6669,0.3184,0.7748,48.13,39.44,36.99
30.93769,113.19549,0.5871,0.311,0.2763,0.5301,0.0234,0.6592,36.73,52.37,85.31
-38.92598,-69.20863,0.5238,0.8229,0.5676,0.2278,0.575,0.3559,60.06,55.33,10.38
34.58,-4.73,0.3023,0.6237,0.7519,0.2151,0.3075,0.5153,82.07,45.51,6.53
44.66278,20.93,0.8798,0.9325,0.4282,0.0197,0.0265,0.6481,49.33,52.27,13.1
38.638,-9.0253,0.4535,0.5284,0.5813,0.0273,0.6886,0.8279,2.72,12.38,8.74
41.9,-8.4333,0.5053,0.3077,0.6594,0.3821,0.232,0.4016,26.1,19.35,86.08
14.41801,101.86113,0.3053,0.5927,0.854,0.1456,0.9161,0.3809,96.06,65.49,76.48
49.4883,8.4647,0.8277,0.8548,0.024,0.4235,0.9011,0.7696,57.12,97.02,84.54
49.25318,22.69252,0.9893,0.2374,0.2155,0.8126,0.5636,0.0791,84.78,5.91,16.06
28.79341,116.81044,0.8544,0.566,0.3688,0.4946,0.2748,0.8755,79.87,42.56,43.92
